ephys_bin_id,frame_velocity,frame_acceleration,frame_raw,frame_yaw,frame_pitch,lick_count,frame_position,reward-sound_count,reward-valve-open_count,bin_start,bin_end
"(3280000, 3320000]",0.0,0.0,601.3333333333334,45.666666666666664,-98.66666666666667,0.0,0.0,0.0,0.0,3280000,3320000
"(3320000, 3360000]",0.0,0.0,592.5,64.0,-118.5,0.0,0.0,0.0,0.0,3320000,3360000
"(3360000, 3400000]",0.0,-1267.5284,626.5,68.0,-121.0,0.0,0.0,0.0,0.0,3360000,3400000
"(3400000, 3440000]",-3380.2207,845.019,706.3333333333334,61.333333333333336,-97.66666666666667,0.0,-112.666664,0.0,0.0,3400000,3440000
"(3440000, 3480000]",4.5474735e-13,-4.5474735e-13,681.0,67.0,-90.5,0.0,-169.0,0.0,0.0,3440000,3480000
"(3480000, 3520000]",-3.031649e-13,1.5158245e-13,715.3333333333334,85.66666666666667,-108.0,0.0,-169.0,0.0,0.0,3480000,3520000
"(3520000, 3560000]",-4.5474735e-13,-4.5474735e-13,656.0,77.5,-110.0,0.0,-169.0,0.0,0.0,3520000,3560000
"(3560000, 3600000]",-4.5474735e-13,6.82121e-13,699.5,40.0,-90.0,0.0,-169.0,0.0,0.0,3560000,3600000
"(3600000, 3640000]",0.0,0.0,755.6666666666666,44.0,-97.66666666666667,0.0,-169.0,0.0,0.0,3600000,3640000
"(3640000, 3680000]",4.5474735e-13,-2.2737368e-13,750.0,52.5,-107.5,0.0,-169.0,0.0,0.0,3640000,3680000
"(3680000, 3720000]",-3.031649e-13,0.0,791.3333333333334,71.66666666666667,-115.66666666666667,0.0,-169.0,0.0,0.0,3680000,3720000
"(3720000, 3760000]",0.0,0.0,865.0,95.0,-138.0,0.0,-169.0,0.0,0.0,3720000,3760000
"(3760000, 3800000]",0.0,0.0,868.5,107.0,-143.5,0.0,-169.0,0.0,0.0,3760000,3800000
"(3800000, 3840000]",0.0,0.0,827.6666666666666,108.66666666666667,-145.66666666666666,0.0,-169.0,0.0,0.0,3800000,3840000
"(3840000, 3880000]",0.0,-2.2737368e-13,808.5,100.0,-127.5,0.0,-169.0,0.0,0.0,3840000,3880000
"(3880000, 3920000]",0.0,6.0594425,837.3333333333334,103.33333333333333,-149.66666666666666,0.0,-169.0,0.0,0.0,3880000,3920000
"(3920000, 3960000]",56.317184,29.708408,822.0,126.5,-157.5,0.0,-168.394,0.0,0.0,3920000,3960000
"(3960000, 4000000]",79.287445,2.0399275,853.0,120.0,-138.0,0.0,-165.80725,0.0,0.0,3960000,4000000
"(4000000, 4040000]",83.319084,-0.27186862,900.3333333333334,132.33333333333334,-156.66666666666666,0.0,-162.3874,0.0,0.0,4000000,4040000
"(4040000, 4080000]",79.05753,-1.6416874,861.0,129.5,-149.5,0.0,-158.98395,0.0,0.0,4040000,4080000
"(4080000, 4120000]",75.03476,-0.85848385,818.6666666666666,122.0,-136.0,0.0,-155.78197,0.0,0.0,4080000,4120000
"(4120000, 4160000]",76.82507,1.5333363,817.0,113.5,-142.5,0.0,-152.66486,0.0,0.0,4120000,4160000
"(4160000, 4200000]",77.05666,-0.76337934,843.5,121.0,-156.5,0.0,-150.0627,0.0,0.0,4160000,4200000
"(4200000, 4240000]",79.62797,1.6709619,851.0,122.66666666666667,-147.66666666666666,0.0,-146.83836,0.0,0.0,4200000,4240000
"(4240000, 4280000]",82.07942,9.833295,879.0,141.0,-146.0,0.0,-143.45834,0.0,0.0,4240000,4280000
"(4280000, 4320000]",105.53835,-8.257507,1157.0,195.0,-189.0,0.0,-139.1993,0.0,0.0,4280000,4320000
"(4320000, 4360000]",67.566,-8.38855,802.5,134.5,-116.5,0.0,-135.56406,0.0,0.0,4320000,4360000
"(4360000, 4400000]",58.454807,4.4058876,775.0,128.0,-104.0,0.0,-133.7591,0.0,0.0,4360000,4400000
"(4400000, 4440000]",66.24069,-0.8113921,731.3333333333334,127.66666666666667,-96.66666666666667,0.0,-131.47081,0.0,0.0,4400000,4440000
"(4440000, 4480000]",60.228195,-1.8202147,659.5,140.5,-93.0,0.0,-128.85095,0.0,0.0,4440000,4480000
"(4480000, 4520000]",57.038345,-0.31904593,619.0,129.66666666666666,-73.66666666666667,0.0,-126.437706,0.0,0.0,4480000,4520000
"(4520000, 4560000]",57.23359,0.59673846,611.0,164.5,-82.5,0.0,-124.06615,0.0,0.0,4520000,4560000
"(4560000, 4600000]",57.98678,-0.28621805,633.0,169.5,-84.5,0.0,-122.124,0.0,0.0,4560000,4600000
"(4600000, 4640000]",56.058544,-1.9751557,616.0,169.66666666666666,-86.66666666666667,0.0,-119.73206,0.0,0.0,4600000,4640000
"(4640000, 4680000]",49.172165,-1.8248227,542.0,167.0,-74.0,0.0,-117.5273,0.0,0.0,4640000,4680000
"(4680000, 4720000]",51.140347,2.3874426,539.3333333333334,154.0,-48.0,0.0,-115.49157,0.0,0.0,4680000,4720000
"(4720000, 4760000]",56.154213,0.8869531,603.5,140.5,-48.5,0.0,-113.22815,0.0,0.0,4720000,4760000
"(4760000, 4800000]",58.14988,1.8390098,622.5,140.5,-60.0,0.0,-111.326904,0.0,0.0,4760000,4800000
"(4800000, 4840000]",64.936386,2.2232604,686.3333333333334,140.0,-62.666666666666664,0.0,-108.75919,0.0,0.0,4800000,4840000
"(4840000, 4880000]",68.73933,0.5997248,736.0,158.5,-62.0,0.0,-105.9669,0.0,0.0,4840000,4880000
"(4880000, 4920000]",67.58706,-0.9683137,739.6666666666666,180.33333333333334,-73.0,0.0,-103.113434,0.0,0.0,4880000,4920000
"(4920000, 4960000]",62.2362,-3.0938444,687.5,196.0,-78.5,0.0,-100.37098,0.0,0.0,4920000,4960000
"(4960000, 5000000]",56.348682,-2.5174038,628.0,222.5,-81.0,0.0,-98.38797,0.0,0.0,4960000,5000000
"(5000000, 5040000]",52.11755,-2.2044268,573.6666666666666,216.0,-62.0,0.0,-96.13794,0.0,0.0,5000000,5040000
"(5040000, 5080000]",46.435654,-0.89945096,504.0,233.0,-68.0,0.0,-94.09503,0.0,0.0,5040000,5080000
"(5080000, 5120000]",46.99043,0.73694515,507.0,261.6666666666667,-74.33333333333333,0.0,-92.16317,0.0,0.0,5080000,5120000
"(5120000, 5160000]",47.91508,-0.9413424,522.5,282.0,-56.0,0.0,-90.169106,0.0,0.0,5120000,5160000
"(5160000, 5200000]",43.553417,-3.1592221,489.0,314.0,-70.5,0.0,-88.62325,0.0,0.0,5160000,5200000
"(5200000, 5240000]",38.38156,-1.0403168,417.3333333333333,371.6666666666667,-97.66666666666667,0.0,-86.96509,0.0,0.0,5200000,5240000
"(5240000, 5280000]",33.190727,-3.6130571,383.0,361.0,-90.5,0.0,-85.41589,0.0,0.0,5240000,5280000
"(5280000, 5320000]",31.733278,2.1293163,329.6666666666667,345.0,-65.66666666666667,0.0,-84.15453,0.0,0.0,5280000,5320000
"(5320000, 5360000]",38.283707,2.208083,399.5,293.5,-12.5,0.0,-82.69734,0.0,0.0,5320000,5360000
"(5360000, 5400000]",41.72386,1.0291128,447.5,293.5,-3.0,0.0,-81.34733,0.0,0.0,5360000,5400000
"(5400000, 5440000]",47.215862,4.301697,486.0,299.6666666666667,-25.333333333333332,0.0,-79.53625,0.0,0.0,5400000,5440000
"(5440000, 5480000]",61.089,5.147485,633.5,299.0,-25.5,0.0,-77.30882,0.0,0.0,5440000,5480000
"(5480000, 5520000]",71.763145,3.3305721,763.6666666666666,301.3333333333333,1.6666666666666667,0.0,-74.499565,0.0,0.0,5480000,5520000
"(5520000, 5560000]",74.75427,-4.087259,835.0,342.5,4.0,0.0,-71.37367,0.0,0.0,5520000,5560000
"(5560000, 5600000]",62.128967,-4.2814736,680.0,323.5,-2.0,0.0,-69.120804,0.0,0.0,5560000,5600000
"(5600000, 5640000]",58.98495,1.3141652,654.0,309.0,-23.0,0.0,-66.58602,0.0,0.0,5600000,5640000
"(5640000, 5680000]",62.81436,-0.42714226,684.0,300.5,-38.0,0.0,-63.978233,0.0,0.0,5640000,5680000
"(5680000, 5720000]",61.944088,0.32624805,666.0,304.0,-51.0,0.0,-61.3977,0.0,0.0,5680000,5720000
"(5720000, 5760000]",63.723797,1.566828,686.0,301.0,-32.5,0.0,-58.78401,0.0,0.0,5720000,5760000
"(5760000, 5800000]",69.872894,2.7563515,740.0,294.5,-18.5,0.0,-56.576637,0.0,0.0,5760000,5800000
"(5800000, 5840000]",73.60924,0.36426893,793.3333333333334,298.6666666666667,-22.333333333333332,0.0,-53.560226,0.0,0.0,5800000,5840000
"(5840000, 5880000]",71.36641,-0.57814467,774.0,295.0,-36.5,0.0,-50.51426,0.0,0.0,5840000,5880000
"(5880000, 5920000]",74.51663,2.4150162,790.3333333333334,290.6666666666667,-48.666666666666664,0.0,-47.50479,0.0,0.0,5880000,5920000
"(5920000, 5960000]",79.61758,-0.7129379,870.0,313.0,-76.0,0.0,-44.25914,0.0,0.0,5920000,5960000
"(5960000, 6000000]",76.16435,-0.4611966,824.0,306.0,-86.5,0.0,-41.676292,0.0,0.0,5960000,6000000
"(6000000, 6040000]",80.812744,2.3926182,862.3333333333334,336.6666666666667,-99.66666666666667,0.0,-38.43372,0.0,0.0,6000000,6040000
"(6040000, 6080000]",84.14635,0.06155248,904.5,341.5,-103.0,0.0,-34.97245,0.0,0.0,6040000,6080000
"(6080000, 6120000]",79.59275,-3.783907,886.0,350.0,-98.0,0.0,-31.50603,0.0,0.0,6080000,6120000
"(6120000, 6160000]",68.811676,-2.337894,759.5,411.5,-142.0,0.0,-28.411236,0.0,0.0,6120000,6160000
"(6160000, 6200000]",70.36961,2.5307057,738.5,401.5,-140.5,0.0,-26.149895,0.0,0.0,6160000,6200000
"(6200000, 6240000]",75.10431,1.4625334,802.0,363.3333333333333,-106.0,0.0,-23.09185,0.0,0.0,6200000,6240000
"(6240000, 6280000]",78.576744,3.9776,841.5,346.0,-53.0,0.0,-19.890144,0.0,0.0,6240000,6280000
"(6280000, 6320000]",89.418816,-0.3830982,965.3333333333334,368.0,-35.666666666666664,0.0,-16.287004,0.0,0.0,6280000,6320000
"(6320000, 6360000]",82.57898,-2.606192,914.5,358.5,-32.0,0.0,-12.682065,0.0,0.0,6320000,6360000
"(6360000, 6400000]",80.06094,2.200642,888.0,355.5,-43.5,0.0,-9.891815,0.0,0.0,6360000,6400000
"(6400000, 6440000]",83.171394,0.11879939,899.6666666666666,353.6666666666667,-64.66666666666667,0.0,-6.4279695,0.0,0.0,6400000,6440000
"(6440000, 6480000]",83.75315,0.48807532,907.5,363.5,-88.0,0.0,-2.952045,0.0,0.0,6440000,6480000
"(6480000, 6520000]",86.20501,0.82010907,926.0,385.5,-73.0,0.0,-0.13172999,0.0,0.0,6480000,6520000
"(6520000, 6560000]",87.70933,0.7241337,945.6666666666666,422.0,-64.0,0.0,3.4876034,0.0,0.0,6520000,6560000
"(6560000, 6600000]",89.32271,1.6040567,951.0,436.5,-67.5,0.0,7.165785,0.0,0.0,6560000,6600000
"(6600000, 6640000]",89.68441,-0.83326584,973.0,432.6666666666667,-80.66666666666667,0.0,10.954993,0.0,0.0,6600000,6640000
"(6640000, 6680000]",88.0275,-1.2784603,976.0,450.5,-125.0,0.0,14.680725,0.0,0.0,6640000,6680000
"(6680000, 6720000]",88.40357,0.5140692,980.0,452.5,-130.0,0.0,17.67683,0.0,0.0,6680000,6720000
"(6720000, 6760000]",86.048836,-0.5303274,933.3333333333334,428.0,-85.66666666666667,0.0,21.31826,0.0,0.0,6720000,6760000
"(6760000, 6800000]",86.1488,0.3981831,926.0,423.0,-60.0,0.0,24.89802,0.0,0.0,6760000,6800000
"(6800000, 6840000]",87.56593,0.4285283,940.5,433.5,-61.5,0.0,27.79158,0.0,0.0,6800000,6840000
"(6840000, 6880000]",85.36471,-0.6938832,931.3333333333334,437.3333333333333,-68.0,0.0,31.417337,0.0,0.0,6840000,6880000
"(6880000, 6920000]",87.08942,0.5206815,939.0,443.0,-94.5,0.0,34.976524,0.0,0.0,6880000,6920000
"(6920000, 6960000]",85.810455,-0.52815396,925.6666666666666,446.3333333333333,-104.66666666666667,0.0,38.576843,0.0,0.0,6920000,6960000
"(6960000, 7000000]",83.00545,-1.8310242,912.5,452.5,-72.5,0.0,42.129097,0.0,0.0,6960000,7000000
"(7000000, 7040000]",82.115906,0.75911653,877.0,451.0,-64.0,0.0,44.841476,0.0,0.0,7000000,7040000
"(7040000, 7080000]",79.64515,-2.5910733,879.6666666666666,464.0,-57.333333333333336,0.0,48.26677,0.0,0.0,7040000,7080000
"(7080000, 7120000]",74.01564,-2.3105948,798.0,464.5,-35.5,0.0,51.43892,0.0,0.0,7080000,7120000
"(7120000, 7160000]",59.428455,-6.099157,685.0,477.3333333333333,-57.0,0.0,54.266174,0.0,0.0,7120000,7160000
"(7160000, 7200000]",48.595695,-3.7930183,546.5,527.0,-112.5,0.0,56.48974,0.0,0.0,7160000,7200000
"(7200000, 7240000]",42.257008,-1.0075588,460.5,544.5,-121.0,0.0,57.976997,0.0,0.0,7200000,7240000
"(7240000, 7280000]",44.590973,0.9705977,472.0,530.3333333333334,-92.66666666666667,0.0,59.768036,0.0,0.0,7240000,7280000
"(7280000, 7320000]",43.830276,-1.3854599,487.5,541.5,-75.0,0.0,61.656982,0.0,0.0,7280000,7320000
"(7320000, 7360000]",42.115353,-1.0099393,459.6666666666667,534.6666666666666,-67.0,0.0,63.4344,0.0,0.0,7320000,7360000
"(7360000, 7400000]",37.70074,-2.4637966,417.5,511.0,-48.0,0.0,65.11569,0.0,0.0,7360000,7400000
"(7400000, 7440000]",31.041704,-2.786548,354.5,489.0,-40.5,0.0,66.27527,0.0,0.0,7400000,7440000
"(7440000, 7480000]",29.109833,-0.09354916,314.3333333333333,460.6666666666667,-15.333333333333334,0.0,67.49088,0.0,0.0,7440000,7480000
"(7480000, 7520000]",28.567814,0.13073699,310.5,474.5,-9.5,0.0,68.697754,0.0,0.0,7480000,7520000
"(7520000, 7560000]",31.764717,1.9236442,332.3333333333333,465.6666666666667,-7.0,0.0,69.93701,0.0,0.0,7520000,7560000
"(7560000, 7600000]",38.252823,3.8473272,393.5,450.0,0.0,0.0,71.36619,0.0,0.0,7560000,7600000
"(7600000, 7640000]",47.16701,3.8583493,488.5,468.0,2.0,0.0,72.78791,0.0,0.0,7600000,7640000
"(7640000, 7680000]",53.180878,1.3204225,563.6666666666666,453.0,5.333333333333333,0.0,74.91048,0.0,0.0,7640000,7680000
"(7680000, 7720000]",52.272766,-2.5977035,583.0,477.0,13.0,0.0,77.16487,0.0,0.0,7680000,7720000
"(7720000, 7760000]",45.10146,-2.3548777,502.0,477.3333333333333,5.666666666666667,0.0,79.17462,0.0,0.0,7720000,7760000
"(7760000, 7800000]",41.685287,-0.10675488,447.5,491.5,-4.5,0.0,80.95357,0.0,0.0,7760000,7800000
"(7800000, 7840000]",40.933895,-0.6253319,451.5,506.0,-4.5,0.0,82.34909,0.0,0.0,7800000,7840000
"(7840000, 7880000]",41.482952,-0.07665519,447.6666666666667,484.0,-9.666666666666666,0.0,84.055565,0.0,0.0,7840000,7880000
"(7880000, 7920000]",40.40969,0.16353019,431.5,481.0,-11.5,0.0,85.7569,0.0,0.0,7880000,7920000
"(7920000, 7960000]",41.24724,2.627596,446.3333333333333,505.6666666666667,-26.0,0.0,87.46133,0.0,0.0,7920000,7960000
"(7960000, 8000000]",55.02451,0.070990086,595.5,691.0,-38.0,0.0,89.41914,0.0,0.0,7960000,8000000
"(8000000, 8040000]",42.302334,-4.535139,459.5,536.0,-34.0,0.0,91.04364,0.0,0.0,8000000,8040000
"(8040000, 8080000]",37.98362,0.54509294,503.0,569.0,-29.5,0.0,92.52089,0.0,0.0,8040000,8080000
"(8080000, 8120000]",41.786205,-0.11231085,462.3333333333333,518.0,-19.666666666666668,0.0,94.386444,0.0,0.0,8080000,8120000
"(8120000, 8160000]",42.73083,1.751596,481.0,527.5,-22.5,0.0,96.20627,0.0,0.0,8120000,8160000
"(8160000, 8200000]",43.460556,-0.043586656,470.0,508.5,-15.5,0.0,97.670395,0.0,0.0,8160000,8200000
"(8200000, 8240000]",44.44012,0.9005621,476.0,515.3333333333334,-19.0,0.0,99.49918,0.0,0.0,8200000,8240000
"(8240000, 8280000]",49.912758,2.889327,522.5,518.5,-9.0,0.0,101.42205,0.0,0.0,8240000,8280000
"(8280000, 8320000]",54.695072,2.0864866,574.5,512.5,2.5,0.0,103.1661,0.0,0.0,8280000,8320000
"(8320000, 8360000]",58.365005,0.77306026,630.3333333333334,525.3333333333334,6.0,0.0,105.54383,0.0,0.0,8320000,8360000
"(8360000, 8400000]",56.372723,-2.5911884,622.5,526.0,1.0,0.0,107.98175,0.0,0.0,8360000,8400000
"(8400000, 8440000]",49.221302,-1.8607473,544.3333333333334,543.3333333333334,-25.0,0.0,110.16987,0.0,0.0,8400000,8440000
"(8440000, 8480000]",49.797424,1.3279307,532.0,523.5,-22.0,0.0,112.182144,0.0,0.0,8440000,8480000
"(8480000, 8520000]",51.32191,0.1645849,551.5,505.0,-17.0,0.0,113.8722,0.0,0.0,8480000,8520000
"(8520000, 8560000]",54.074757,2.7257106,568.0,530.6666666666666,-24.333333333333332,0.0,116.02893,0.0,0.0,8520000,8560000
"(8560000, 8600000]",63.012833,4.5060396,651.5,514.0,2.0,0.0,118.44115,0.0,0.0,8560000,8600000
"(8600000, 8640000]",69.28199,-0.4826535,755.3333333333334,566.6666666666666,7.333333333333333,0.0,121.2913,0.0,0.0,8600000,8640000
"(8640000, 8680000]",62.975494,-5.372366,713.5,574.5,6.5,0.0,124.10105,0.0,0.0,8640000,8680000
"(8680000, 8720000]",49.45276,-5.5047674,575.5,472.5,24.0,0.0,126.0046,0.0,0.0,8680000,8720000
"(8720000, 8760000]",43.14227,-0.8783951,470.6666666666667,503.0,21.333333333333332,0.0,127.868935,0.0,0.0,8720000,8760000
"(8760000, 8800000]",41.547077,-0.95156926,453.0,559.5,21.5,0.0,129.6407,0.0,0.0,8760000,8800000
"(8800000, 8840000]",39.702457,0.13708963,428.3333333333333,550.3333333333334,19.666666666666668,0.0,131.31836,0.0,0.0,8800000,8840000
"(8840000, 8880000]",44.010452,3.5692034,454.5,555.5,21.5,0.0,133.013,0.0,0.0,8840000,8880000
"(8880000, 8920000]",51.263493,3.2538428,539.5,551.0,24.5,0.0,134.61595,0.0,0.0,8880000,8920000
"(8920000, 8960000]",58.604877,1.9492496,622.0,547.6666666666666,43.333333333333336,0.0,136.92867,0.0,0.0,8920000,8960000
"(8960000, 9000000]",60.6987,0.3187787,655.0,570.5,58.5,0.0,139.43315,0.0,0.0,8960000,9000000
"(9000000, 9040000]",59.254074,-1.7702389,647.6666666666666,592.6666666666666,56.666666666666664,0.0,141.95613,0.0,0.0,9000000,9040000
"(9040000, 9080000]",54.63793,0.44478333,587.0,585.0,43.5,0.0,144.31435,0.0,0.0,9040000,9080000
"(9080000, 9120000]",58.67246,2.0051346,629.5,599.0,39.5,0.0,146.20096,0.0,0.0,9080000,9120000
"(9120000, 9160000]",61.977936,0.44535998,667.0,612.3333333333334,21.333333333333332,0.0,148.73784,0.0,0.0,9120000,9160000
"(9160000, 9200000]",62.7201,0.5625246,676.5,632.0,8.5,0.0,151.32816,0.0,0.0,9160000,9200000
"(9200000, 9240000]",65.60936,1.8418769,692.6666666666666,643.6666666666666,6.666666666666667,0.0,153.97447,0.0,0.0,9200000,9240000
"(9240000, 9280000]",68.84366,0.48206598,742.5,664.5,7.5,0.0,156.80151,0.0,0.0,9240000,9280000
"(9280000, 9320000]",68.460846,-2.005577,758.0,677.5,8.5,0.0,159.11984,0.0,0.0,9280000,9320000
"(9320000, 9360000]",59.320972,-4.1702986,664.0,652.6666666666666,8.666666666666666,0.0,161.79033,0.0,0.0,9320000,9360000
"(9360000, 9400000]",52.460625,0.38131824,561.5,621.5,5.0,0.0,164.06505,0.0,0.0,9360000,9400000
"(9400000, 9440000]",54.69229,0.082682885,592.3333333333334,623.6666666666666,8.0,0.0,166.31664,0.0,0.0,9400000,9440000
"(9440000, 9480000]",53.568985,-0.0073058903,579.0,630.5,5.0,0.0,168.57541,0.0,0.0,9440000,9480000
"(9480000, 9520000]",55.281776,1.7822982,589.0,652.5,0.0,0.0,170.37645,0.0,0.0,9480000,9520000
"(9520000, 9560000]",60.231342,0.52054054,649.3333333333334,661.6666666666666,9.0,0.0,172.8105,0.0,0.0,9520000,9560000
"(9560000, 9600000]",58.108498,0.79140246,630.5,633.0,10.5,0.0,175.2947,0.0,0.0,9560000,9600000
"(9600000, 9640000]",68.76865,-0.07085546,733.0,819.6666666666666,8.666666666666666,0.0,177.93764,0.0,0.0,9600000,9640000
"(9640000, 9680000]",43.75618,-14.548601,556.5,779.0,3.0,0.0,180.556,0.0,0.0,9640000,9680000
"(9680000, 9720000]",25.228548,-2.3091674,391.0,575.0,19.0,0.0,181.815,0.0,0.0,9680000,9720000
"(9720000, 9760000]",32.324482,4.147873,372.5,575.0,31.5,0.0,182.96689,0.0,0.0,9720000,9760000
"(9760000, 9800000]",36.96268,2.5334256,384.5,585.5,45.5,0.0,184.13725,0.0,0.0,9760000,9800000
"(9800000, 9840000]",42.629097,1.8056464,454.0,597.5,55.5,0.0,185.4765,0.0,0.0,9800000,9840000
"(9840000, 9880000]",45.056347,0.27715206,486.6666666666667,598.6666666666666,67.0,0.0,187.31816,0.0,0.0,9840000,9880000
"(9880000, 9920000]",44.013676,-0.4656272,475.0,611.0,77.5,0.0,189.1827,0.0,0.0,9880000,9920000
"(9920000, 9960000]",42.56097,-0.32268864,464.3333333333333,638.6666666666666,66.66666666666667,0.0,190.99121,0.0,0.0,9920000,9960000
"(9960000, 10000000]",43.759575,0.7636785,468.0,649.0,53.0,0.0,192.76706,0.0,0.0,9960000,10000000
"(10000000, 10040000]",44.989037,1.4225235,478.5,635.0,28.5,0.0,194.242,0.0,0.0,10000000,10040000
"(10040000, 10080000]",49.525463,1.071793,528.0,621.3333333333334,12.666666666666666,0.0,196.2268,0.0,0.0,10040000,10080000
"(10080000, 10120000]",50.84435,0.32565898,545.0,603.0,5.0,0.0,198.3206,0.0,0.0,10080000,10120000
"(10120000, 10160000]",53.229218,2.4420805,565.0,614.6666666666666,-1.3333333333333333,0.0,200.4632,0.0,0.0,10120000,10160000
"(10160000, 10200000]",61.59651,3.7384138,645.5,616.5,-3.0,0.0,202.8317,0.0,0.0,10160000,10200000
"(10200000, 10240000]",68.43915,1.0841401,735.5,639.0,-5.0,0.0,205.02365,0.0,0.0,10200000,10240000
"(10240000, 10280000]",64.87684,-0.74767786,713.0,634.0,-27.0,0.0,207.82831,0.0,0.0,10240000,10280000
"(10280000, 10320000]",65.41971,-5.979276,747.5,799.0,-62.0,0.0,210.5687,0.0,0.0,10280000,10320000
"(10320000, 10360000]",41.230648,-6.2573533,475.3333333333333,617.0,-67.0,0.0,212.71077,0.0,0.0,10320000,10360000
"(10360000, 10400000]",34.873886,3.456609,434.0,609.0,-65.0,0.0,214.0821,0.0,0.0,10360000,10400000
"(10400000, 10440000]",43.221634,2.1763382,459.3333333333333,614.6666666666666,-57.333333333333336,0.0,215.48021,0.0,0.0,10400000,10440000
"(10440000, 10480000]",47.064835,1.6200827,495.0,597.5,-27.0,0.0,217.34195,0.0,0.0,10440000,10480000
"(10480000, 10520000]",48.95338,0.46260586,531.3333333333334,612.0,-3.0,0.0,219.36293,0.0,0.0,10480000,10520000
